title,doi,year,itemtype,isbn,topics,Authorinfo ->,ut_authors,ut_groups,is_eemcs?,is_ee?,is_tcs?,ut_corresponding_author,all_authors,Openaccessinfo ->,is_openaccess,openaccess_type,found_as_green,present_in_pure,license,URLs ->,primary_link,pdf_link_primary,best_oa_link,pdf_link_best_oa,other_oa_links,openalex_url,pure_page_link,pure_file_link,scopus_link,Journalinfo ->,journal,journal_issn,journal_e_issn,journal_publisher,volume,issue,pages,pagescount,MUS links ->,mus_paper_details,mus_api_url_paper,mus_api_url_pure_entry,mus_api_url_pure_report_details
Measuring Children’s Perceptions of Robots’ Social Competence: Design and Validation,https://doi.org/10.1007/978-3-319-70022-9_67,2017,book-chapter,978-3-319-70021-2,Social Interaction with Robots | Impact of Media on Children's Development | Artificial Intelligence in Service Industry,,Daniel Davison | Vanessa Evers | Dennis Reidsma,HMI,True,False,True,,Vasiliki Charisi | Daniel Davison | Vanessa Evers | Dennis Reidsma | Frances M. Wijnen,,False,closed,False,True,,,https://doi.org/10.1007/978-3-319-70022-9_67,,,,,https://openalex.org/W2765892073,https://research.utwente.nl/en/publications/cb33b5b8-edf5-4590-9948-61cf5ea96ccf,https://ris.utwente.nl/ws/files/22119682/v3.0_CAMERA_READY.pdf,,,,,,,,,676-686,11,,https://openalex.samuelmok.cc/paper/4195,https://openalex.samuelmok.cc/api/paper/4195,https://openalex.samuelmok.cc/api/pureentry/100522,
Bringing Together Interactive Digital Storytelling with Tangible Interaction: Challenges and Opportunities,https://doi.org/10.1007/978-3-319-71027-3_51,2017,book-chapter,978-3-319-71026-6,Motion Synthesis and Control Techniques | Social and Psychological Aspects of Online Gaming | Game Artificial Intelligence Research | Automatic Video Summarization and Analysis | User Experience and Design Research in HCI,,Mariët Theune,HMI,True,False,True,,Alejandro Catalá | Mariët Theune | Pedro Ribeiro | Cristina Sylla,,False,closed,False,True,,,https://doi.org/10.1007/978-3-319-71027-3_51,,,,,https://openalex.org/W2770235421,https://research.utwente.nl/en/publications/c17a9630-f9a1-4e1f-95dc-490d6b0925fd,https://ris.utwente.nl/ws/files/22102659/bringing.pdf,http://www.scopus.com/inward/record.url?scp=85035121941&partnerID=8YFLogxK,,Lecture Notes in Computer Science,0302-9743,1611-3349,,,,395-398,4,,https://openalex.samuelmok.cc/paper/4199,https://openalex.samuelmok.cc/api/paper/4199,https://openalex.samuelmok.cc/api/pureentry/103829,
On the Gender of Books: Author Gender Mixing in Book Communities,https://doi.org/10.1007/978-3-319-72150-7_64,2017,book-chapter,978-3-319-72149-1,,,Doina Bucur,DMB,True,True,True,Doina Bucur,Doina Bucur,,True,green,True,True,,,https://doi.org/10.1007/978-3-319-72150-7_64,,https://ris.utwente.nl/ws/files/30549530/CN17_Bucur.pdf,https://ris.utwente.nl/ws/files/30549530/CN17_Bucur.pdf,https://ris.utwente.nl/ws/files/30549532/CN17_Bucur_published_version.pdf,https://openalex.org/W2769152924,https://research.utwente.nl/en/publications/0b0a5f03-91c4-44b4-a49a-8b0cf7888379,https://ris.utwente.nl/ws/files/30549530/CN17_Bucur.pdf,,,Studies in computational intelligence,1860-949X,1860-9503,,,,797-808,12,,https://openalex.samuelmok.cc/paper/4203,https://openalex.samuelmok.cc/api/paper/4203,https://openalex.samuelmok.cc/api/pureentry/99485,https://openalex.samuelmok.cc/api/pilotpure/13606
An Abstraction Technique for Describing Concurrent Program Behaviour,https://doi.org/10.1007/978-3-319-72308-2_12,2017,book-chapter,978-3-319-72307-5,,,Marieke Huisman,FMT,True,False,True,Marieke Huisman,Stefan Blom | Marieke Huisman | Wytse Oortwijn | Marina Zaharieva-Stojanovski | Dilian Gurov,,True,green,True,True,,,https://doi.org/10.1007/978-3-319-72308-2_12,,https://ris.utwente.nl/ws/files/28109479/abstraction.pdf,https://ris.utwente.nl/ws/files/28109479/abstraction.pdf,,https://openalex.org/W2774345226,https://research.utwente.nl/en/publications/be48b3c4-b0db-4f70-9b9d-a518e7e7a713,https://ris.utwente.nl/ws/files/28109479/abstraction.pdf,,,Lecture Notes in Computer Science,0302-9743,1611-3349,,,,191-209,19,,https://openalex.samuelmok.cc/paper/4204,https://openalex.samuelmok.cc/api/paper/4204,https://openalex.samuelmok.cc/api/pureentry/104072,
Erratum to: Enterprise Interoperability,https://doi.org/10.1007/978-3-642-33068-1_20,2017,book-chapter,,Collaborative Networks in Manufacturing and Organizations,,Marten van Sinderen,SCS,True,False,True,,Marten van Sinderen | Guy Doumeingts | Pontus Johnson | Xiaofei Xu,,False,closed,False,False,,,https://doi.org/10.1007/978-3-642-33068-1_20,,,,,https://openalex.org/W2738297451,,,,,Lecture notes in business information processing,1865-1348,1865-1356,,,,E1-E1,1,,https://openalex.samuelmok.cc/paper/4744,https://openalex.samuelmok.cc/api/paper/4744,,
Architecture Alignment,https://doi.org/10.1007/978-3-662-53933-0_10,2017,book-chapter,,,,Roel Wieringa,SCS,True,False,True,Roel Wieringa,Roel Wieringa | Dennis Krukkert | Pascal A. T. van Eck,,False,closed,False,False,,,https://doi.org/10.1007/978-3-662-53933-0_10,,,,,https://openalex.org/W4254204743,,,,,,,,,,,253-275,23,,https://openalex.samuelmok.cc/paper/5042,https://openalex.samuelmok.cc/api/paper/5042,,
JANI: Quantitative Model and Tool Interaction,https://doi.org/10.1007/978-3-662-54580-5_9,2017,book-chapter,978-3-662-54579-9,,,Ernst Moritz Hahn | Arnd Hartmanns,FMT,True,False,True,Arnd Hartmanns,Carlos E. Budde | Ernst Moritz Hahn | Arnd Hartmanns | Christian Dehnert | Sebastian Junges | Andrea Turrini,,True,green,True,True,,,https://doi.org/10.1007/978-3-662-54580-5_9,,https://ris.utwente.nl/ws/files/21235008/10.1007_978_3_662_54580_5_9.pdf,https://ris.utwente.nl/ws/files/21235008/10.1007_978_3_662_54580_5_9.pdf,,https://openalex.org/W2598014203,https://research.utwente.nl/en/publications/a005cf65-7cf7-4916-93f8-654f6b0a76c4,https://ris.utwente.nl/ws/files/21235008/10.1007_978_3_662_54580_5_9.pdf,,,Lecture Notes in Computer Science,0302-9743,1611-3349,,,,151-168,18,,https://openalex.samuelmok.cc/paper/5046,https://openalex.samuelmok.cc/api/paper/5046,https://openalex.samuelmok.cc/api/pureentry/103277,
Fault trees on a diet: automated reduction by graph rewriting,https://doi.org/10.1007/s00165-016-0412-0,2017,journal-article,,,,Joost-Pieter Katoen | Arend Rensink | Mariëlle Stoelinga,FMT,True,False,True,,Dennis Guck | Joost-Pieter Katoen | Arend Rensink | Mariëlle Stoelinga | Sebastian Junges,,True,green,True,True,,,https://doi.org/10.1007/s00165-016-0412-0,,https://research.utwente.nl/en/publications/be39c829-807d-41b5-86af-68fc1488a19b,https://ris.utwente.nl/ws/files/6480521/facs2017.pdf,https://ris.utwente.nl/ws/files/5293115/chp%253A10.1007%252F978-3-319-25942-0_1.pdf,https://openalex.org/W2192694265,https://research.utwente.nl/en/publications/be39c829-807d-41b5-86af-68fc1488a19b,https://ris.utwente.nl/ws/files/6480521/facs2017.pdf,,,Formal Aspects of Computing,0934-5043,1433-299X,Association for Computing Machinery (ACM),29,4,651-703,53,,https://openalex.samuelmok.cc/paper/5462,https://openalex.samuelmok.cc/api/paper/5462,https://openalex.samuelmok.cc/api/pureentry/102968,
Resource allocation problems in decentralized energy management,https://doi.org/10.1007/s00291-017-0474-2,2017,journal-article,,Demand Response in Smart Grids | Integration of Electric Vehicles in Power Systems | Lithium-ion Battery Management in Electric Vehicles | Control and Synchronization in Microgrid Systems | Wireless Energy Harvesting and Information Transfer,,Marco E. T. Gerards | Johann L. Hurink,CAES,True,True,True,,Marco E. T. Gerards | Johann L. Hurink | Thijs van der Klauw,,True,hybrid,True,True,cc-by,,https://doi.org/10.1007/s00291-017-0474-2,https://link.springer.com/content/pdf/10.1007%2Fs00291-017-0474-2.pdf,https://doi.org/10.1007/s00291-017-0474-2,https://link.springer.com/content/pdf/10.1007%2Fs00291-017-0474-2.pdf,https://research.utwente.nl/en/publications/1842e12d-90ec-477a-a550-15dc343d658e | https://ris.utwente.nl/ws/files/6410561/Resource_allocation_problems_in_decentralized_energy_management.pdf | http://link.springer.com/10.1007/s00291-017-0474-2 | https://link.springer.com/content/pdf/10.1007/s00291-017-0474-2.pdf,https://openalex.org/W2587850579,https://research.utwente.nl/en/publications/1842e12d-90ec-477a-a550-15dc343d658e,https://ris.utwente.nl/ws/files/6410561/Resource_allocation_problems_in_decentralized_energy_management.pdf,,,OR Spectrum,0171-6468,1436-6304,Springer Science and Business Media LLC,39,3,749-773,25,,https://openalex.samuelmok.cc/paper/5633,https://openalex.samuelmok.cc/api/paper/5633,https://openalex.samuelmok.cc/api/pureentry/102753,https://openalex.samuelmok.cc/api/pilotpure/13996
A word of advice: how to tailor motivational text messages based on behavior change theory to personality and gender,https://doi.org/10.1007/s00779-017-1025-1,2017,journal-article,,Theories of Behavior Change and Self-Regulation | Impact of Social Media on Well-being and Behavior | User Experience and Design Research in HCI | User Acceptance of Information Technology | Mobile Health Interventions and Applications,,R. de Vries | Vanessa Evers | Khiet P. Truong | Cristina Zaga,HMI,True,False,True,R. de Vries,R. de Vries | Vanessa Evers | Jamy Li | Khiet P. Truong | Cristina Zaga,,True,hybrid,False,True,cc-by,,https://doi.org/10.1007/s00779-017-1025-1,https://link.springer.com/content/pdf/10.1007%2Fs00779-017-1025-1.pdf,https://doi.org/10.1007/s00779-017-1025-1,https://link.springer.com/content/pdf/10.1007%2Fs00779-017-1025-1.pdf,,https://openalex.org/W2626326494,https://research.utwente.nl/en/publications/905c8c3e-39fd-48e5-9ed0-d00f1bdb2b75,https://ris.utwente.nl/ws/files/21231106/10.1007_s00779_017_1025_1.pdf,http://www.scopus.com/inward/record.url?scp=85020515454&partnerID=8YFLogxK,,Personal and Ubiquitous Computing,1617-4909,1617-4917,Springer Science and Business Media LLC,21,4,675-687,13,,https://openalex.samuelmok.cc/paper/5898,https://openalex.samuelmok.cc/api/paper/5898,https://openalex.samuelmok.cc/api/pureentry/101391,
Multi-core symbolic bisimulation minimisation,https://doi.org/10.1007/s10009-017-0468-z,2017,journal-article,,,,Jaco van de Pol | Tom van Dijk,FMT,True,False,True,,Jaco van de Pol | Tom van Dijk,,True,hybrid,True,True,cc-by,,https://doi.org/10.1007/s10009-017-0468-z,https://link.springer.com/content/pdf/10.1007%2Fs10009-017-0468-z.pdf,https://doi.org/10.1007/s10009-017-0468-z,https://link.springer.com/content/pdf/10.1007%2Fs10009-017-0468-z.pdf,https://epub.jku.at/doi/10.1007/s10009-017-0468-z | https://epub.jku.at/obvulioa/content/titleinfo/3471932/full.pdf | https://research.utwente.nl/en/publications/multicore-symbolic-bisimulation-minimisation(01996af8-f71f-4f71-baeb-a7b43eb1cb65).html | https://ris.utwente.nl/ws/files/40395052/Dijk_Pol2018_Article_Multi_coreSymbolicBisimulation.pdf,https://openalex.org/W2742106719,https://research.utwente.nl/en/publications/01996af8-f71f-4f71-baeb-a7b43eb1cb65,https://ris.utwente.nl/ws/files/40395052/Dijk_Pol2018_Article_Multi_coreSymbolicBisimulation.pdf,,,International Journal on Software Tools for Technology Transfer,1433-2779,1433-2787,Springer Science and Business Media LLC,20,2,157-177,21,,https://openalex.samuelmok.cc/paper/5926,https://openalex.samuelmok.cc/api/paper/5926,https://openalex.samuelmok.cc/api/pureentry/98528,
On the pragmatic design of literature studies in software engineering: an experience-based guideline,https://doi.org/10.1007/s10664-016-9492-y,2017,journal-article,,Empirical Studies in Software Engineering | Agile Software Development in Software Engineering | Innovation and Collaboration in Open Source Community,,Maya Daneva,SCS,True,False,True,,Maya Daneva | Marco Kuhrmann | Daniel Méndez,,True,green,False,True,,,https://doi.org/10.1007/s10664-016-9492-y,,https://portal.findresearcher.sdu.dk/da/publications/a4bc52a0-927d-4b7b-b2a8-0703fd78d950,https://findresearcher.sdu.dk/ws/files/121805430/2016_12_12_author_generated_preprint_web.pdf,http://arxiv.org/abs/1612.03583 | http://arxiv.org/pdf/1612.03583 | https://arxiv.org/pdf/1612.03583.pdf,https://openalex.org/W2565032187,https://research.utwente.nl/en/publications/407bc676-1701-421e-a560-31a2c2c64af9,https://ris.utwente.nl/ws/files/6411042/Journal_of_ESE_Kuhrmann_Mendez_Fernandez_Daneva_2017.pdf,,,Empirical Software Engineering,1382-3256,1573-7616,Springer,22,6,2852-2891,40,,https://openalex.samuelmok.cc/paper/6409,https://openalex.samuelmok.cc/api/paper/6409,https://openalex.samuelmok.cc/api/pureentry/100429,
Flow-Based Web Application Brute-Force Attack and Compromise Detection,https://doi.org/10.1007/s10922-017-9421-4,2017,journal-article,,Network Intrusion Detection and Defense Mechanisms | Machine Learning for Internet Traffic Classification | Log Analysis and System Performance Diagnosis | Algorithms and Architectures for Packet Classification | End-to-End Congestion Control in Networks,,Mattijs Jonker | Anna Sperotto,DACS,True,True,True,,Rick Hofstede | Mattijs Jonker | Aiko Pras | Anna Sperotto,,True,hybrid,True,True,cc-by,,https://doi.org/10.1007/s10922-017-9421-4,https://link.springer.com/content/pdf/10.1007%2Fs10922-017-9421-4.pdf,https://doi.org/10.1007/s10922-017-9421-4,https://link.springer.com/content/pdf/10.1007%2Fs10922-017-9421-4.pdf,https://research.utwente.nl/en/publications/7febadf7-34c0-4e90-9a82-3f218d3c8aed | https://ris.utwente.nl/ws/files/105626937/Hofstede2017_Article_Flow_BasedWebApplicationBrute_.pdf,https://openalex.org/W2748475951,https://research.utwente.nl/en/publications/7febadf7-34c0-4e90-9a82-3f218d3c8aed,https://ris.utwente.nl/ws/files/105626937/Hofstede2017_Article_Flow_BasedWebApplicationBrute_.pdf,,,Journal of Network and Systems Management,1064-7570,1573-7705,Springer Science and Business Media LLC,25,4,735-758,24,,https://openalex.samuelmok.cc/paper/6652,https://openalex.samuelmok.cc/api/paper/6652,https://openalex.samuelmok.cc/api/pureentry/104185,https://openalex.samuelmok.cc/api/pilotpure/13095
Large deviations for the total queue size in non-Markovian tandem queues,https://doi.org/10.1007/s11134-016-9512-z,2017,journal-article,,Operations Management in Call Centers | End-to-End Congestion Control in Networks | Optimization Techniques in Simulation Modeling,,Pieter-Tjerk de Boer | Willem R.W. Scheinhardt,DACS,True,True,True,,Anne Buijsrogge | Pieter-Tjerk de Boer | Willem R.W. Scheinhardt | Karol Rosen,,True,hybrid,False,True,cc-by,,https://doi.org/10.1007/s11134-016-9512-z,https://link.springer.com/content/pdf/10.1007%2Fs11134-016-9512-z.pdf,https://doi.org/10.1007/s11134-016-9512-z,https://link.springer.com/content/pdf/10.1007%2Fs11134-016-9512-z.pdf,http://link.springer.com/10.1007/s11134-016-9512-z | https://link.springer.com/content/pdf/10.1007/s11134-016-9512-z.pdf,https://openalex.org/W2568119720,https://research.utwente.nl/en/publications/6f479074-dd00-40cd-bc02-d703764807e5,https://ris.utwente.nl/ws/files/6469509/2017-XBuijsroggeBoerRosenScheinhardt_10.1007%252Fs11134-016-9512-z.pdf,,,Queueing Systems,0257-0130,1572-9443,Springer Science and Business Media LLC,85,3-4,305-312,8,,https://openalex.samuelmok.cc/paper/6881,https://openalex.samuelmok.cc/api/paper/6881,https://openalex.samuelmok.cc/api/pureentry/102235,https://openalex.samuelmok.cc/api/pilotpure/13941
Addiction and Moralization: the Role of the Underlying Model of Addiction,https://doi.org/10.1007/s12152-017-9307-x,2017,journal-article,,Neuroscience of Moral Judgment and Disgust | Moral Emotions and Behavioral Impact | Philosophical Perspectives on Health and Psychiatry | Neural Correlates of Sense of Agency in Decision Making | Impact of Social Norms on Behavior and Compliance,,Saskia K. Nagel,HMI,True,False,True,Saskia K. Nagel,Saskia K. Nagel | Lily Frank,,True,hybrid,True,True,cc-by,,https://doi.org/10.1007/s12152-017-9307-x,https://link.springer.com/content/pdf/10.1007%2Fs12152-017-9307-x.pdf,https://doi.org/10.1007/s12152-017-9307-x,https://link.springer.com/content/pdf/10.1007%2Fs12152-017-9307-x.pdf,https://europepmc.org/articles/pmc5486499 | https://europepmc.org/articles/pmc5486499?pdf=render | https://pure.tue.nl/ws/files/71922026/10.1007_s12152_017_9307_x.pdf | https://research.tue.nl/en/publications/ce6359b2-fea1-46f6-b337-8424b6c6525e | https://research.tue.nl/files/62894874/Addiction_and_Moralizatin.pdf | https://research.utwente.nl/en/publications/e343abf4-0d9e-4efd-80ab-14ee33f9b637 | https://research.utwente.nl/files/28625286/addiction.pdf | https://ris.utwente.nl/ws/files/28625286/addiction.pdf | https://pure.tue.nl/ws/files/62894874/Addiction_and_Moralizatin.pdf | https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5486499,https://openalex.org/W2588113842,https://research.utwente.nl/en/publications/e343abf4-0d9e-4efd-80ab-14ee33f9b637,https://ris.utwente.nl/ws/files/28625286/addiction.pdf,http://www.scopus.com/inward/record.url?scp=85013124260&partnerID=8YFLogxK,,Neuroethics,1874-5490,1874-5504,Springer Science and Business Media LLC,10,1,129-139,11,,https://openalex.samuelmok.cc/paper/7327,https://openalex.samuelmok.cc/api/paper/7327,https://openalex.samuelmok.cc/api/pureentry/102265,
Substance Use in Individuals with Mild to Borderline Intellectual Disability: an Exploration of Rates and Risks in the Netherlands,https://doi.org/10.1007/s41252-017-0035-3,2017,journal-article,,Prevalence and Impact of Down Syndrome | Molecular Basis of Rett Syndrome and Related Disorders | Autism Spectrum Disorders | Attention-Deficit/Hyperactivity Disorder | Effects of Prenatal Alcohol Exposure on Offspring,,Joanne VanDerNagel | Job van der Palen,HMI,True,False,True,,C.A.J. de Jong | Joanne VanDerNagel | Job van der Palen | Jan K. Buitelaar | Robert Didden | Marion Kiewik | Hubert Korzilius | Marike van Dijk,,True,hybrid,True,True,cc-by,,https://doi.org/10.1007/s41252-017-0035-3,https://link.springer.com/content/pdf/10.1007/s41252-017-0035-3.pdf,https://doi.org/10.1007/s41252-017-0035-3,https://link.springer.com/content/pdf/10.1007/s41252-017-0035-3.pdf,https://repository.ubn.ru.nl//bitstream/handle/2066/178692/178692.pdf | https://research.utwente.nl/en/publications/c8323dc0-8759-4e68-b5f7-8c0cb1cab596 | https://research.utwente.nl/files/133189100/VanDerNagel2017_Article_SubstanceUseInIndividualsWithM.pdf | http://hdl.handle.net/2066/178692 | https://repository.ubn.ru.nl/bitstream/handle/2066/178692/1/178692.pdf | https://ris.utwente.nl/ws/files/133189100/VanDerNagel2017_Article_SubstanceUseInIndividualsWithM.pdf,https://openalex.org/W2766173749,https://research.utwente.nl/en/publications/c8323dc0-8759-4e68-b5f7-8c0cb1cab596,https://ris.utwente.nl/ws/files/133189100/VanDerNagel2017_Article_SubstanceUseInIndividualsWithM.pdf,,,Advances in Neurodevelopmental Disorders,2366-7540,2366-7532,Springer,1,4,283-293,11,,https://openalex.samuelmok.cc/paper/7815,https://openalex.samuelmok.cc/api/paper/7815,https://openalex.samuelmok.cc/api/pureentry/100484,
Surface-enrichment with hydroxyapatite nanoparticles in stereolithography-fabricated composite polymer scaffolds promotes bone repair,https://doi.org/10.1016/j.actbio.2017.03.006,2017,journal-article,,,,David Eglin | Dirk W. Grijpma | Huipin Yuan,DMB,True,True,True,David Eglin,Joost de Bruijn | David Eglin | Mike Geven | Dirk W. Grijpma | Huipin Yuan | Mauro Alini | Olivier Guillaume | Yuxiao Lai | Ling Qin | R. Geoff Richards | Christoph M. Sprecher | Vincent A. Stadelmann | Tingting Tang,,True,green,True,True,,,https://doi.org/10.1016/j.actbio.2017.03.006,,https://research.utwente.nl/en/publications/01b3e6b0-21d3-47de-bfe4-af28eac2b791,https://research.utwente.nl/files/29526019/1_s2.0_S174270611730168X_main.pdf,https://ris.utwente.nl/ws/files/29526019/1_s2.0_S174270611730168X_main.pdf,https://openalex.org/W2593587551,https://research.utwente.nl/en/publications/01b3e6b0-21d3-47de-bfe4-af28eac2b791,https://ris.utwente.nl/ws/files/29526019/1_s2.0_S174270611730168X_main.pdf,http://www.scopus.com/inward/record.url?scp=85018362691&partnerID=8YFLogxK,,Acta Biomaterialia,1742-7061,1878-7568,Elsevier BV,54,,386-398,13,,https://openalex.samuelmok.cc/paper/8204,https://openalex.samuelmok.cc/api/paper/8204,https://openalex.samuelmok.cc/api/pureentry/102089,
